Header Size:	4
Path Name:	10_5_06 (Y, X, Z)
Column Fields:	Item	JointPosition	CartesianPose
Column Element Size:	1	7	12
Entries:	33
0, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0054, 1.0, 0.0, 0.0, 0.17014
1, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0064, 1.0, 0.0, 0.0, 0.17014
2, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0074, 1.0, 0.0, 0.0, 0.17014
3, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0084, 1.0, 0.0, 0.0, 0.17014
4, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0094, 1.0, 0.0, 0.0, 0.17014
5, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0104, 1.0, 0.0, 0.0, 0.17014
6, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0114, 1.0, 0.0, 0.0, 0.17014
7, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0124, 1.0, 0.0, 0.0, 0.17014
8, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0134, 1.0, 0.0, 0.0, 0.17014
9, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0144, 1.0, 0.0, 0.0, 0.17014
10, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81329, 0.0, 1.0, 0.0, 0.0154, 1.0, 0.0, 0.0, 0.17014
11, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0154, 1.0, 0.0, 0.0, 0.17014
12, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0144, 1.0, 0.0, 0.0, 0.17014
13, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0134, 1.0, 0.0, 0.0, 0.17014
14, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0124, 1.0, 0.0, 0.0, 0.17014
15, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0114, 1.0, 0.0, 0.0, 0.17014
16, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0104, 1.0, 0.0, 0.0, 0.17014
17, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0094, 1.0, 0.0, 0.0, 0.17014
18, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0084, 1.0, 0.0, 0.0, 0.17014
19, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0074, 1.0, 0.0, 0.0, 0.17014
20, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0064, 1.0, 0.0, 0.0, 0.17014
21, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0054, 1.0, 0.0, 0.0, 0.17014
22, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0054, 1.0, 0.0, 0.0, 0.16914
23, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0064, 1.0, 0.0, 0.0, 0.16914
24, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0074, 1.0, 0.0, 0.0, 0.16914
25, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0084, 1.0, 0.0, 0.0, 0.16914
26, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0094, 1.0, 0.0, 0.0, 0.16914
27, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0104, 1.0, 0.0, 0.0, 0.16914
28, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0114, 1.0, 0.0, 0.0, 0.16914
29, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0124, 1.0, 0.0, 0.0, 0.16914
30, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0134, 1.0, 0.0, 0.0, 0.16914
31, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0144, 1.0, 0.0, 0.0, 0.16914
32, -0.011045, 0.810186, 0.012033, -1.669707, -0.003477, -0.909149, -0.006606, 0.0, 0.0, -1.0, -0.81229, 0.0, 1.0, 0.0, 0.0154, 1.0, 0.0, 0.0, 0.16914
